timestamp,g_w_hat_MWh,g_w_real_MWh,lambda_S,lambda_I,eta_S,eta_I
2022-07-01 00:00:00,2755.82,3043.25,255.31,217.79,-0.026476414601227845,0.444262
2022-07-01 01:00:00,3458.64,3177.25,252.6,483.96,-0.026476414601227845,0.444262
2022-07-01 02:00:00,3317.8,3255.75,254.64,443.28,-0.026476414601227845,0.444262
2022-07-01 03:00:00,3302.18,3480.75,252.85,345.16,-0.026476414601227845,0.444262
2022-07-01 04:00:00,3980.87,3800.25,252.14,267.22,-0.026476414601227845,0.444262
2022-07-01 05:00:00,4317.55,3967.0,268.06,24.9,-0.026476414601227845,0.444262
2022-07-01 06:00:00,4003.37,3582.75,337.48,120.56,-0.026476414601227845,0.444262
2022-07-01 07:00:00,2621.86,3325.75,359.96,354.06,-0.026476414601227845,0.444262
2022-07-01 08:00:00,2860.6,3073.5,365.98,636.48,-0.026476414601227845,0.444262
2022-07-01 09:00:00,3303.33,3299.5,359.15,563.42,-0.026476414601227845,0.444262
2022-07-01 10:00:00,4333.19,3590.5,342.1,347.14,-0.026476414601227845,0.444262
2022-07-01 11:00:00,4823.17,4484.5,337.08,210.63,-0.026476414601227845,0.444262
2022-07-01 12:00:00,5282.85,5183.0,309.39,5.94,-0.026476414601227845,0.444262
2022-07-01 13:00:00,5589.26,5817.75,285.72,16.15,-0.026476414601227845,0.444262
2022-07-01 14:00:00,5755.54,6680.25,253.38,150.98,-0.026476414601227845,0.444262
2022-07-01 15:00:00,4981.99,5785.5,248.04,63.0,-0.026476414601227845,0.444262
2022-07-01 16:00:00,5564.54,4947.25,209.68,-159.96,-0.026476414601227845,0.444262
2022-07-01 17:00:00,4742.55,4351.25,246.99,175.93,-0.026476414601227845,0.444262
2022-07-01 18:00:00,4102.84,4007.75,274.65,-203.96,-0.026476414601227845,0.444262
2022-07-01 19:00:00,3984.02,3544.75,312.96,-149.85,-0.026476414601227845,0.444262
2022-07-01 20:00:00,3821.33,3357.75,341.63,-13.66,-0.026476414601227845,0.444262
2022-07-01 21:00:00,3681.01,2929.5,339.11,39.56,-0.026476414601227845,0.444262
2022-07-01 22:00:00,2850.19,2444.25,365.8,211.48,-0.026476414601227845,0.444262
2022-07-01 23:00:00,3696.77,2871.5,344.23,-21.1,-0.026476414601227845,0.444262
2022-07-02 00:00:00,3310.9,3423.5,271.47,321.2,-0.03319992053120248,0.498451
2022-07-02 01:00:00,3298.97,3466.5,242.28,393.87,-0.03319992053120248,0.498451
2022-07-02 02:00:00,2586.57,3282.0,225.37,78.85,-0.03319992053120248,0.498451
2022-07-02 03:00:00,2296.61,2793.75,219.2,164.39,-0.03319992053120248,0.498451
2022-07-02 04:00:00,2836.69,2408.0,211.22,66.56,-0.03319992053120248,0.498451
2022-07-02 05:00:00,2142.56,2136.25,203.52,231.44,-0.03319992053120248,0.498451
2022-07-02 06:00:00,1728.44,1751.25,222.18,142.53,-0.03319992053120248,0.498451
2022-07-02 07:00:00,1178.02,1101.5,232.36,426.22,-0.03319992053120248,0.498451
2022-07-02 08:00:00,0.0,778.75,198.2,338.44,-0.03319992053120248,0.498451
2022-07-02 09:00:00,926.8,1009.0,146.4,-233.9,-0.03319992053120248,0.498451
2022-07-02 10:00:00,0.0,1218.0,118.77,101.46,-0.03319992053120248,0.498451
2022-07-02 11:00:00,1840.5,1254.25,108.17,300.47,-0.03319992053120248,0.498451
2022-07-02 12:00:00,1364.03,994.75,84.91,294.74,-0.03319992053120248,0.498451
2022-07-02 13:00:00,954.73,751.0,72.52,-143.29,-0.03319992053120248,0.498451
2022-07-02 14:00:00,696.24,599.5,84.88,278.59,-0.03319992053120248,0.498451
2022-07-02 15:00:00,968.99,482.0,84.72,-0.29,-0.03319992053120248,0.498451
2022-07-02 16:00:00,864.96,512.0,124.57,-110.84,-0.03319992053120248,0.498451
2022-07-02 17:00:00,1013.34,567.25,228.32,-17.89,-0.03319992053120248,0.498451
2022-07-02 18:00:00,73.84,653.0,270.81,79.99,-0.03319992053120248,0.498451
2022-07-02 19:00:00,773.25,820.25,332.54,340.86,-0.03319992053120248,0.498451
2022-07-02 20:00:00,1314.66,1316.25,344.75,470.35,-0.03319992053120248,0.498451
2022-07-02 21:00:00,2659.12,2509.25,342.01,94.15,-0.03319992053120248,0.498451
2022-07-02 22:00:00,4073.91,4081.0,335.81,82.85,-0.03319992053120248,0.498451
2022-07-02 23:00:00,4727.88,5436.5,287.1,100.4,-0.03319992053120248,0.498451
2022-07-03 00:00:00,5981.63,6101.75,256.61,228.91,-0.024247744020967715,0.389435
2022-07-03 01:00:00,6355.78,6469.5,226.08,230.4,-0.024247744020967715,0.389435
2022-07-03 02:00:00,7658.01,6537.0,189.15,108.17,-0.024247744020967715,0.389435
2022-07-03 03:00:00,6507.8,6399.75,185.84,233.48,-0.024247744020967715,0.389435
2022-07-03 04:00:00,7188.67,6192.75,176.34,401.88,-0.024247744020967715,0.389435
2022-07-03 05:00:00,5421.37,5613.25,173.6,386.16,-0.024247744020967715,0.389435
2022-07-03 06:00:00,4866.42,4811.5,167.9,373.1,-0.024247744020967715,0.389435
2022-07-03 07:00:00,2790.88,2897.75,182.72,409.34,-0.024247744020967715,0.389435
2022-07-03 08:00:00,1092.21,2011.5,175.84,315.72,-0.024247744020967715,0.389435
2022-07-03 09:00:00,2402.45,2543.5,161.77,115.56,-0.024247744020967715,0.389435
2022-07-03 10:00:00,2840.1,2703.5,121.81,25.16,-0.024247744020967715,0.389435
2022-07-03 11:00:00,1873.48,2237.0,102.07,177.92,-0.024247744020967715,0.389435
2022-07-03 12:00:00,1410.18,1825.75,88.46,62.41,-0.024247744020967715,0.389435
2022-07-03 13:00:00,1569.17,1632.5,65.13,22.34,-0.024247744020967715,0.389435
2022-07-03 14:00:00,856.23,1476.0,62.54,148.9,-0.024247744020967715,0.389435
2022-07-03 15:00:00,1063.89,1378.25,70.75,94.88,-0.024247744020967715,0.389435
2022-07-03 16:00:00,1342.27,1465.0,117.63,16.56,-0.024247744020967715,0.389435
2022-07-03 17:00:00,1210.23,1808.0,167.21,145.73,-0.024247744020967715,0.389435
2022-07-03 18:00:00,2587.82,2134.5,259.17,227.38,-0.024247744020967715,0.389435
2022-07-03 19:00:00,2498.87,2150.5,310.69,37.21,-0.024247744020967715,0.389435
2022-07-03 20:00:00,2333.92,2526.75,323.14,329.9,-0.024247744020967715,0.389435
2022-07-03 21:00:00,2929.72,3262.5,331.05,161.66,-0.024247744020967715,0.389435
2022-07-03 22:00:00,4311.44,4636.75,331.07,212.69,-0.024247744020967715,0.389435
2022-07-03 23:00:00,5672.79,5715.75,316.45,67.26,-0.024247744020967715,0.389435
2022-07-04 00:00:00,6567.16,5205.25,303.71,200.46,-0.023297176418043932,0.443319
2022-07-04 01:00:00,5430.45,4521.25,263.97,114.16,-0.023297176418043932,0.443319
2022-07-04 02:00:00,4671.87,3707.5,251.94,210.55,-0.023297176418043932,0.443319
2022-07-04 03:00:00,3021.32,2814.5,241.66,400.88,-0.023297176418043932,0.443319
2022-07-04 04:00:00,3666.98,2753.0,245.16,400.27,-0.023297176418043932,0.443319
2022-07-04 05:00:00,2742.97,2563.0,287.36,322.43,-0.023297176418043932,0.443319
2022-07-04 06:00:00,1682.03,2250.25,343.83,282.27,-0.023297176418043932,0.443319
2022-07-04 07:00:00,1610.15,1688.0,357.25,468.55,-0.023297176418043932,0.443319
2022-07-04 08:00:00,3135.87,1802.5,365.96,473.01,-0.023297176418043932,0.443319
2022-07-04 09:00:00,1698.29,1655.75,347.75,119.2,-0.023297176418043932,0.443319
2022-07-04 10:00:00,1422.0,1508.75,277.15,88.14,-0.023297176418043932,0.443319
2022-07-04 11:00:00,1562.6,1558.5,210.26,144.11,-0.023297176418043932,0.443319
2022-07-04 12:00:00,2259.6,1789.5,172.73,109.87,-0.023297176418043932,0.443319
2022-07-04 13:00:00,1666.74,1727.75,175.17,-5.5,-0.023297176418043932,0.443319
2022-07-04 14:00:00,2030.87,1834.5,163.75,172.93,-0.023297176418043932,0.443319
2022-07-04 15:00:00,2292.8,1957.0,162.65,431.18,-0.023297176418043932,0.443319
2022-07-04 16:00:00,1989.47,1924.25,173.53,340.29,-0.023297176418043932,0.443319
2022-07-04 17:00:00,2191.09,1885.75,200.57,437.82,-0.023297176418043932,0.443319
2022-07-04 18:00:00,1848.39,1837.0,313.53,503.21,-0.023297176418043932,0.443319
2022-07-04 19:00:00,1569.63,1638.0,360.69,414.07,-0.023297176418043932,0.443319
2022-07-04 20:00:00,1213.95,1476.0,378.83,567.56,-0.023297176418043932,0.443319
2022-07-04 21:00:00,491.98,1550.5,366.29,268.41,-0.023297176418043932,0.443319
2022-07-04 22:00:00,1742.46,1689.25,377.12,489.14,-0.023297176418043932,0.443319
2022-07-04 23:00:00,1762.27,1754.75,360.71,371.85,-0.023297176418043932,0.443319
2022-07-05 00:00:00,1817.72,1773.75,342.01,162.47,-0.03775517594326918,0.316227
2022-07-05 01:00:00,1837.91,1724.25,303.32,323.94,-0.03775517594326918,0.316227
2022-07-05 02:00:00,1729.74,1667.75,293.9,342.22,-0.03775517594326918,0.316227
2022-07-05 03:00:00,1586.38,1683.75,286.06,347.38,-0.03775517594326918,0.316227
2022-07-05 04:00:00,1548.69,1700.0,284.95,443.58,-0.03775517594326918,0.316227
2022-07-05 05:00:00,1441.64,1804.5,308.62,352.56,-0.03775517594326918,0.316227
2022-07-05 06:00:00,1805.16,1641.25,361.49,291.06,-0.03775517594326918,0.316227
2022-07-05 07:00:00,1067.95,1159.75,392.01,427.86,-0.03775517594326918,0.316227
2022-07-05 08:00:00,1545.59,1369.75,389.18,281.51,-0.03775517594326918,0.316227
2022-07-05 09:00:00,1431.0,1541.75,321.79,114.79,-0.03775517594326918,0.316227
2022-07-05 10:00:00,803.99,1675.0,269.57,411.78,-0.03775517594326918,0.316227
2022-07-05 11:00:00,2629.94,1890.5,272.31,476.06,-0.03775517594326918,0.316227
2022-07-05 12:00:00,3049.64,2360.0,231.78,466.81,-0.03775517594326918,0.316227
2022-07-05 13:00:00,3086.18,2765.0,216.57,159.65,-0.03775517594326918,0.316227
2022-07-05 14:00:00,3257.61,2849.75,200.43,262.5,-0.03775517594326918,0.316227
2022-07-05 15:00:00,2731.56,3038.75,202.43,83.7,-0.03775517594326918,0.316227
2022-07-05 16:00:00,3602.4,3014.5,225.94,399.46,-0.03775517594326918,0.316227
2022-07-05 17:00:00,1518.55,3176.25,286.12,414.36,-0.03775517594326918,0.316227
2022-07-05 18:00:00,3522.56,3049.25,319.48,253.51,-0.03775517594326918,0.316227
2022-07-05 19:00:00,2863.68,2782.75,345.83,361.9,-0.03775517594326918,0.316227
2022-07-05 20:00:00,2250.83,2542.0,351.55,465.68,-0.03775517594326918,0.316227
2022-07-05 21:00:00,2256.05,2305.75,351.93,252.41,-0.03775517594326918,0.316227
2022-07-05 22:00:00,1771.57,2251.5,359.42,406.04,-0.03775517594326918,0.316227
2022-07-05 23:00:00,1572.46,2345.75,343.15,264.29,-0.03775517594326918,0.316227
2022-07-06 00:00:00,3488.64,2620.75,333.87,162.9,-0.034510897534311594,0.433944
2022-07-06 01:00:00,2938.33,2875.75,293.87,162.63,-0.034510897534311594,0.433944
2022-07-06 02:00:00,3224.9,3110.0,279.19,145.33,-0.034510897534311594,0.433944
2022-07-06 03:00:00,3733.58,3119.0,266.21,177.09,-0.034510897534311594,0.433944
2022-07-06 04:00:00,2635.8,3240.5,284.51,252.87,-0.034510897534311594,0.433944
2022-07-06 05:00:00,2862.92,3154.0,306.69,362.24,-0.034510897534311594,0.433944
2022-07-06 06:00:00,2569.22,2654.0,370.39,403.35,-0.034510897534311594,0.433944
2022-07-06 07:00:00,2177.82,2416.25,393.25,263.64,-0.034510897534311594,0.433944
2022-07-06 08:00:00,2065.11,2802.5,386.64,427.18,-0.034510897534311594,0.433944
2022-07-06 09:00:00,2779.95,3143.25,338.14,410.3,-0.034510897534311594,0.433944
2022-07-06 10:00:00,3921.39,3633.25,273.54,498.44,-0.034510897534311594,0.433944
2022-07-06 11:00:00,3737.14,3924.75,252.06,363.83,-0.034510897534311594,0.433944
2022-07-06 12:00:00,5048.33,4378.75,219.18,-66.42,-0.034510897534311594,0.433944
2022-07-06 13:00:00,4264.59,4607.75,194.56,-21.82,-0.034510897534311594,0.433944
2022-07-06 14:00:00,4592.48,4743.0,163.84,9.53,-0.034510897534311594,0.433944
2022-07-06 15:00:00,4427.48,4605.0,155.07,143.84,-0.034510897534311594,0.433944
2022-07-06 16:00:00,4694.97,4509.25,171.06,327.24,-0.034510897534311594,0.433944
2022-07-06 17:00:00,5028.75,4022.25,227.16,128.57,-0.034510897534311594,0.433944
2022-07-06 18:00:00,3421.16,3434.0,297.45,16.73,-0.034510897534311594,0.433944
2022-07-06 19:00:00,2846.11,2707.25,357.33,46.54,-0.034510897534311594,0.433944
2022-07-06 20:00:00,1565.09,2133.75,368.14,291.4,-0.034510897534311594,0.433944
2022-07-06 21:00:00,1761.28,1821.75,362.56,377.74,-0.034510897534311594,0.433944
2022-07-06 22:00:00,2010.34,2015.25,360.96,492.4,-0.034510897534311594,0.433944
2022-07-06 23:00:00,1910.7,2618.75,265.89,163.27,-0.034510897534311594,0.433944
2022-07-07 00:00:00,3563.55,3570.25,254.16,286.05,-0.027360797984163573,0.424451
2022-07-07 01:00:00,3704.29,4227.5,198.58,380.54,-0.027360797984163573,0.424451
2022-07-07 02:00:00,4833.16,4746.25,186.01,397.76,-0.027360797984163573,0.424451
2022-07-07 03:00:00,5183.87,5217.0,180.13,315.58,-0.027360797984163573,0.424451
2022-07-07 04:00:00,5047.14,5279.25,177.56,315.34,-0.027360797984163573,0.424451
2022-07-07 05:00:00,5315.89,5357.25,181.26,15.35,-0.027360797984163573,0.424451
2022-07-07 06:00:00,4013.67,5454.25,212.45,411.5,-0.027360797984163573,0.424451
2022-07-07 07:00:00,5148.63,5261.5,268.3,472.09,-0.027360797984163573,0.424451
2022-07-07 08:00:00,4876.59,5039.5,281.92,531.11,-0.027360797984163573,0.424451
2022-07-07 09:00:00,5121.13,4799.75,243.23,436.46,-0.027360797984163573,0.424451
2022-07-07 10:00:00,4949.53,4471.5,223.74,453.43,-0.027360797984163573,0.424451
2022-07-07 11:00:00,3793.8,3806.25,209.03,630.01,-0.027360797984163573,0.424451
2022-07-07 12:00:00,3290.51,3675.75,191.92,296.81,-0.027360797984163573,0.424451
2022-07-07 13:00:00,3023.24,3806.75,180.98,628.86,-0.027360797984163573,0.424451
2022-07-07 14:00:00,4194.02,4054.5,157.36,481.66,-0.027360797984163573,0.424451
2022-07-07 15:00:00,4864.11,4845.25,151.14,-16.58,-0.027360797984163573,0.424451
2022-07-07 16:00:00,5599.54,5595.75,147.29,197.76,-0.027360797984163573,0.424451
2022-07-07 17:00:00,6495.82,6311.5,161.22,470.77,-0.027360797984163573,0.424451
2022-07-07 18:00:00,7165.01,6815.0,170.08,269.36,-0.027360797984163573,0.424451
2022-07-07 19:00:00,6748.13,7348.0,187.39,1.8,-0.027360797984163573,0.424451
2022-07-07 20:00:00,8268.61,7618.75,230.33,30.62,-0.027360797984163573,0.424451
2022-07-07 21:00:00,7358.97,7928.75,246.04,-20.09,-0.027360797984163573,0.424451
2022-07-07 22:00:00,7146.47,7589.5,233.87,11.43,-0.027360797984163573,0.424451
2022-07-07 23:00:00,6768.25,6909.75,188.07,348.82,-0.027360797984163573,0.424451
2022-07-08 00:00:00,6775.65,6662.75,190.1,344.38,-0.029581212961717913,1.039908
2022-07-08 01:00:00,6838.28,6687.75,212.88,140.49,-0.029581212961717913,1.039908
2022-07-08 02:00:00,6469.08,6517.0,217.15,336.68,-0.029581212961717913,1.039908
2022-07-08 03:00:00,5942.49,6241.0,215.93,427.13,-0.029581212961717913,1.039908
2022-07-08 04:00:00,6419.03,6049.5,199.84,194.62,-0.029581212961717913,1.039908
2022-07-08 05:00:00,6262.76,5718.25,235.94,400.94,-0.029581212961717913,1.039908
2022-07-08 06:00:00,5552.31,5525.75,353.4,453.15,-0.029581212961717913,1.039908
2022-07-08 07:00:00,5526.25,5512.5,398.03,486.78,-0.029581212961717913,1.039908
2022-07-08 08:00:00,4827.24,5590.75,399.69,344.53,-0.029581212961717913,1.039908
2022-07-08 09:00:00,5284.71,5741.25,334.16,511.32,-0.029581212961717913,1.039908
2022-07-08 10:00:00,6621.79,5653.25,302.7,563.5,-0.029581212961717913,1.039908
2022-07-08 11:00:00,5341.27,5772.75,258.7,168.97,-0.029581212961717913,1.039908
2022-07-08 12:00:00,5958.67,5639.0,204.32,84.14,-0.029581212961717913,1.039908
2022-07-08 13:00:00,5674.18,5456.5,200.09,-650.59,-0.029581212961717913,1.039908
2022-07-08 14:00:00,5819.69,5683.0,169.65,-56.24,-0.029581212961717913,1.039908
2022-07-08 15:00:00,6195.16,5735.5,197.21,78.69,-0.029581212961717913,1.039908
2022-07-08 16:00:00,5187.15,6032.0,199.55,217.75,-0.029581212961717913,1.039908
2022-07-08 17:00:00,5439.12,6218.25,245.81,395.91,-0.029581212961717913,1.039908
2022-07-08 18:00:00,5950.14,5742.25,303.34,484.88,-0.029581212961717913,1.039908
2022-07-08 19:00:00,4790.92,5135.25,368.57,437.86,-0.029581212961717913,1.039908
2022-07-08 20:00:00,4088.68,4038.5,390.4,2584.36,-0.029581212961717913,1.039908
2022-07-08 21:00:00,3985.66,3608.75,401.51,840.4,-0.029581212961717913,1.039908
2022-07-08 22:00:00,4601.78,4505.75,395.36,529.93,-0.029581212961717913,1.039908
2022-07-08 23:00:00,5567.26,5473.5,353.45,352.67,-0.029581212961717913,1.039908
2022-07-09 00:00:00,5891.13,5736.25,332.54,382.84,-0.028084005787521446,0.391853
2022-07-09 01:00:00,5589.37,5735.25,269.33,450.59,-0.028084005787521446,0.391853
2022-07-09 02:00:00,4969.42,5403.25,210.28,83.95,-0.028084005787521446,0.391853
2022-07-09 03:00:00,5499.47,4895.75,206.0,462.8,-0.028084005787521446,0.391853
2022-07-09 04:00:00,4387.83,4263.0,192.99,484.09,-0.028084005787521446,0.391853
2022-07-09 05:00:00,2642.48,3559.0,199.39,400.83,-0.028084005787521446,0.391853
2022-07-09 06:00:00,3581.89,2933.25,229.88,495.06,-0.028084005787521446,0.391853
2022-07-09 07:00:00,2942.85,2693.0,234.81,474.59,-0.028084005787521446,0.391853
2022-07-09 08:00:00,3124.04,2881.5,229.39,84.72,-0.028084005787521446,0.391853
2022-07-09 09:00:00,2837.63,2991.5,170.86,142.65,-0.028084005787521446,0.391853
2022-07-09 10:00:00,2963.61,3246.75,147.0,214.36,-0.028084005787521446,0.391853
2022-07-09 11:00:00,3449.64,3881.75,129.7,290.88,-0.028084005787521446,0.391853
2022-07-09 12:00:00,6887.53,4432.75,88.87,307.89,-0.028084005787521446,0.391853
2022-07-09 13:00:00,5106.38,4729.25,70.64,74.73,-0.028084005787521446,0.391853
2022-07-09 14:00:00,5086.13,4876.0,20.85,153.09,-0.028084005787521446,0.391853
2022-07-09 15:00:00,5683.03,5612.0,11.34,59.83,-0.028084005787521446,0.391853
2022-07-09 16:00:00,6167.48,5966.0,15.23,-18.85,-0.028084005787521446,0.391853
2022-07-09 17:00:00,7551.05,7348.5,61.61,180.77,-0.028084005787521446,0.391853
2022-07-09 18:00:00,8036.53,7777.0,85.53,177.36,-0.028084005787521446,0.391853
2022-07-09 19:00:00,8039.83,7814.5,90.24,124.04,-0.028084005787521446,0.391853
2022-07-09 20:00:00,7995.98,7721.5,95.83,60.44,-0.028084005787521446,0.391853
2022-07-09 21:00:00,7681.18,7664.25,95.57,159.67,-0.028084005787521446,0.391853
2022-07-09 22:00:00,8704.51,7934.75,114.17,277.08,-0.028084005787521446,0.391853
2022-07-09 23:00:00,6936.32,7791.75,75.91,286.93,-0.028084005787521446,0.391853
2022-07-10 00:00:00,6701.58,7272.75,73.27,155.29,-0.0322652196378679,0.570104
2022-07-10 01:00:00,6682.76,6829.75,46.86,-171.19,-0.0322652196378679,0.570104
2022-07-10 02:00:00,6658.4,6356.75,47.53,1.03,-0.0322652196378679,0.570104
2022-07-10 03:00:00,6031.04,5984.0,29.82,-43.14,-0.0322652196378679,0.570104
2022-07-10 04:00:00,6655.55,6123.0,60.15,199.67,-0.0322652196378679,0.570104
2022-07-10 05:00:00,6001.27,5900.5,55.65,387.07,-0.0322652196378679,0.570104
2022-07-10 06:00:00,5446.67,5820.0,64.3,192.35,-0.0322652196378679,0.570104
2022-07-10 07:00:00,6659.06,6175.75,39.8,-6.4,-0.0322652196378679,0.570104
2022-07-10 08:00:00,7425.38,6888.75,34.92,92.32,-0.0322652196378679,0.570104
2022-07-10 09:00:00,8657.47,7448.25,28.51,262.53,-0.0322652196378679,0.570104
2022-07-10 10:00:00,7870.82,7451.75,28.58,46.41,-0.0322652196378679,0.570104
2022-07-10 11:00:00,7576.52,7004.5,47.29,112.53,-0.0322652196378679,0.570104
2022-07-10 12:00:00,7241.15,6817.5,19.0,181.55,-0.0322652196378679,0.570104
2022-07-10 13:00:00,6762.42,6775.25,18.19,-0.8,-0.0322652196378679,0.570104
2022-07-10 14:00:00,7033.85,6932.5,11.26,-55.14,-0.0322652196378679,0.570104
2022-07-10 15:00:00,7093.81,6827.0,20.25,-38.36,-0.0322652196378679,0.570104
2022-07-10 16:00:00,7662.14,7437.75,38.28,14.47,-0.0322652196378679,0.570104
2022-07-10 17:00:00,7023.09,7480.0,73.26,101.89,-0.0322652196378679,0.570104
2022-07-10 18:00:00,6861.53,6741.25,149.29,204.53,-0.0322652196378679,0.570104
2022-07-10 19:00:00,5471.75,5729.25,306.06,351.4,-0.0322652196378679,0.570104
2022-07-10 20:00:00,4152.81,4494.5,351.45,113.37,-0.0322652196378679,0.570104
2022-07-10 21:00:00,3894.9,4203.5,359.21,253.43,-0.0322652196378679,0.570104
2022-07-10 22:00:00,5766.8,4665.75,369.76,295.6,-0.0322652196378679,0.570104
2022-07-10 23:00:00,4911.36,5079.75,353.37,289.84,-0.0322652196378679,0.570104
2022-07-11 00:00:00,5135.7,4999.0,304.12,410.35,-0.023603010125685858,0.482727
2022-07-11 01:00:00,5516.57,4637.25,264.14,468.73,-0.023603010125685858,0.482727
2022-07-11 02:00:00,4527.5,4405.75,262.2,426.12,-0.023603010125685858,0.482727
2022-07-11 03:00:00,4642.85,4367.25,255.84,55.02,-0.023603010125685858,0.482727
2022-07-11 04:00:00,3706.04,4064.75,258.58,26.39,-0.023603010125685858,0.482727
2022-07-11 05:00:00,3893.15,3647.75,283.14,426.09,-0.023603010125685858,0.482727
2022-07-11 06:00:00,2572.36,2696.75,376.2,42.9,-0.023603010125685858,0.482727
2022-07-11 07:00:00,1537.82,1434.75,394.38,415.58,-0.023603010125685858,0.482727
2022-07-11 08:00:00,648.15,1373.5,412.33,139.77,-0.023603010125685858,0.482727
2022-07-11 09:00:00,1961.64,1477.0,395.56,366.4,-0.023603010125685858,0.482727
2022-07-11 10:00:00,1989.76,1559.75,384.78,264.27,-0.023603010125685858,0.482727
2022-07-11 11:00:00,1873.93,1688.5,377.11,512.85,-0.023603010125685858,0.482727
2022-07-11 12:00:00,1787.25,1734.75,361.45,503.19,-0.023603010125685858,0.482727
2022-07-11 13:00:00,1224.32,1900.0,350.86,322.69,-0.023603010125685858,0.482727
2022-07-11 14:00:00,2460.62,2013.75,317.11,125.97,-0.023603010125685858,0.482727
2022-07-11 15:00:00,1558.84,2041.75,316.02,196.66,-0.023603010125685858,0.482727
2022-07-11 16:00:00,2166.72,2210.75,303.87,493.81,-0.023603010125685858,0.482727
2022-07-11 17:00:00,2371.81,2333.25,356.75,388.84,-0.023603010125685858,0.482727
2022-07-11 18:00:00,2247.97,2385.5,384.8,270.6,-0.023603010125685858,0.482727
2022-07-11 19:00:00,1620.24,2108.25,435.19,131.28,-0.023603010125685858,0.482727
2022-07-11 20:00:00,2985.92,1855.25,446.46,74.09,-0.023603010125685858,0.482727
2022-07-11 21:00:00,2562.47,1906.0,429.57,334.52,-0.023603010125685858,0.482727
2022-07-11 22:00:00,1796.05,1946.25,427.6,521.59,-0.023603010125685858,0.482727
2022-07-11 23:00:00,2468.6,2054.5,398.25,313.04,-0.023603010125685858,0.482727
2022-07-12 00:00:00,1989.88,2263.0,375.77,349.54,-0.02411104032285526,0.495497
2022-07-12 01:00:00,2121.7,2477.5,332.14,72.43,-0.02411104032285526,0.495497
2022-07-12 02:00:00,2810.32,2728.5,313.58,95.38,-0.02411104032285526,0.495497
2022-07-12 03:00:00,3014.3,2582.5,314.97,-98.33,-0.02411104032285526,0.495497
2022-07-12 04:00:00,2323.06,2355.75,317.67,-27.96,-0.02411104032285526,0.495497
2022-07-12 05:00:00,2043.65,2358.25,344.04,133.93,-0.02411104032285526,0.495497
2022-07-12 06:00:00,2073.79,2051.5,398.71,-7.41,-0.02411104032285526,0.495497
2022-07-12 07:00:00,1056.54,1070.0,431.03,357.65,-0.02411104032285526,0.495497
2022-07-12 08:00:00,628.04,676.25,426.51,262.14,-0.02411104032285526,0.495497
2022-07-12 09:00:00,1479.61,1071.75,363.35,75.2,-0.02411104032285526,0.495497
2022-07-12 10:00:00,1249.82,1428.0,312.34,482.77,-0.02411104032285526,0.495497
2022-07-12 11:00:00,1750.26,1709.5,321.45,332.95,-0.02411104032285526,0.495497
2022-07-12 12:00:00,2598.04,2051.75,282.63,90.53,-0.02411104032285526,0.495497
2022-07-12 13:00:00,2380.48,2292.25,247.1,37.01,-0.02411104032285526,0.495497
2022-07-12 14:00:00,2850.61,2530.0,249.15,29.97,-0.02411104032285526,0.495497
2022-07-12 15:00:00,2121.77,2596.25,272.9,312.13,-0.02411104032285526,0.495497
2022-07-12 16:00:00,2912.1,2767.0,299.11,357.26,-0.02411104032285526,0.495497
2022-07-12 17:00:00,2831.51,2999.25,376.16,285.63,-0.02411104032285526,0.495497
2022-07-12 18:00:00,2294.98,2930.0,407.68,536.27,-0.02411104032285526,0.495497
2022-07-12 19:00:00,2538.66,2670.5,457.57,174.94,-0.02411104032285526,0.495497
2022-07-12 20:00:00,3499.43,2345.25,481.42,795.45,-0.02411104032285526,0.495497
2022-07-12 21:00:00,2816.75,2753.0,456.06,725.83,-0.02411104032285526,0.495497
2022-07-12 22:00:00,3642.15,3276.5,446.56,738.22,-0.02411104032285526,0.495497
2022-07-12 23:00:00,3615.5,3622.75,383.94,690.3,-0.02411104032285526,0.495497
2022-07-13 00:00:00,3043.9,3045.75,395.3,562.0,-0.02766984651219392,0.380784
2022-07-13 01:00:00,2419.42,2168.75,347.38,668.6,-0.02766984651219392,0.380784
2022-07-13 02:00:00,2006.89,1698.25,309.11,433.19,-0.02766984651219392,0.380784
2022-07-13 03:00:00,3600.67,1770.5,323.03,152.7,-0.02766984651219392,0.380784
2022-07-13 04:00:00,1290.07,2069.25,308.83,465.76,-0.02766984651219392,0.380784
2022-07-13 05:00:00,3189.12,2223.5,315.65,584.48,-0.02766984651219392,0.380784
2022-07-13 06:00:00,2524.31,2690.25,391.42,247.49,-0.02766984651219392,0.380784
2022-07-13 07:00:00,2395.96,2797.25,413.31,94.1,-0.02766984651219392,0.380784
2022-07-13 08:00:00,3102.8,2169.25,433.8,544.35,-0.02766984651219392,0.380784
2022-07-13 09:00:00,2026.22,1465.5,402.04,210.84,-0.02766984651219392,0.380784
2022-07-13 10:00:00,2379.18,1633.5,347.52,121.12,-0.02766984651219392,0.380784
2022-07-13 11:00:00,2633.82,2289.75,332.78,510.2,-0.02766984651219392,0.380784
2022-07-13 12:00:00,3252.64,2827.25,259.43,587.8,-0.02766984651219392,0.380784
2022-07-13 13:00:00,4441.85,4114.25,233.83,390.49,-0.02766984651219392,0.380784
2022-07-13 14:00:00,5810.94,5776.5,180.54,391.67,-0.02766984651219392,0.380784
